ensembl_gene_id,mgi_symbol,chromosome_name,gene_biotype
ENSMUSG00000003585,Sec14l2,11,protein_coding
ENSMUSG00000003604,Aven,2,protein_coding
ENSMUSG00000003617,Cp,3,protein_coding
ENSMUSG00000003623,Crot,5,protein_coding
ENSMUSG00000003644,Rps6ka1,4,protein_coding
ENSMUSG00000003660,Snrnp200,2,protein_coding
ENSMUSG00000003662,Ciao1,2,protein_coding
ENSMUSG00000003665,Has1,17,protein_coding
ENSMUSG00000003680,Taf6l,19,protein_coding
ENSMUSG00000003721,Insig2,1,protein_coding
ENSMUSG00000003731,Kpna6,4,protein_coding
ENSMUSG00000003746,Man1a,10,protein_coding
ENSMUSG00000003752,Itpkc,7,protein_coding
ENSMUSG00000003762,Coq8b,7,protein_coding
ENSMUSG00000003778,Brd8,18,protein_coding
ENSMUSG00000003779,Kif20a,18,protein_coding
ENSMUSG00000003808,Farsa,8,protein_coding
ENSMUSG00000003809,Gcdh,8,protein_coding
ENSMUSG00000003810,Mast2,4,protein_coding
ENSMUSG00000003812,Dnase2a,8,protein_coding
ENSMUSG00000003813,Rad23a,8,protein_coding
ENSMUSG00000003814,Calr,8,protein_coding
ENSMUSG00000003824,Syce2,8,protein_coding
ENSMUSG00000003847,Nfat5,8,protein_coding
ENSMUSG00000003848,Nob1,8,protein_coding
ENSMUSG00000003849,Nqo1,8,protein_coding
ENSMUSG00000003863,Ppfia3,7,protein_coding
ENSMUSG00000003865,Gys1,7,protein_coding
ENSMUSG00000003868,Ruvbl2,7,protein_coding
ENSMUSG00000003872,Lin7b,7,protein_coding
ENSMUSG00000003873,Bax,7,protein_coding
ENSMUSG00000003882,Il7r,15,protein_coding
ENSMUSG00000003923,Tfam,10,protein_coding
ENSMUSG00000003929,Zfp81,17,protein_coding
ENSMUSG00000003948,Mmd,11,protein_coding
ENSMUSG00000003949,Hlf,11,protein_coding
ENSMUSG00000003955,Fam162a,16,protein_coding
ENSMUSG00000003970,Rpl8,15,protein_coding
ENSMUSG00000003974,Grm3,5,protein_coding
ENSMUSG00000003992,Ssbp2,13,protein_coding
ENSMUSG00000004018,Fancl,11,protein_coding
ENSMUSG00000004032,Gstm5,3,protein_coding
ENSMUSG00000004035,Gstm7,3,protein_coding
ENSMUSG00000004040,Stat3,11,protein_coding
ENSMUSG00000004043,Stat5a,11,protein_coding
ENSMUSG00000004044,Cavin1,11,protein_coding
ENSMUSG00000004054,Map3k11,19,protein_coding
ENSMUSG00000004056,Akt2,7,protein_coding
ENSMUSG00000004069,Dnaja3,16,protein_coding
ENSMUSG00000004070,Hmox2,16,protein_coding
ENSMUSG00000004071,Cdip1,16,protein_coding
ENSMUSG00000004085,Map3k20,2,protein_coding
ENSMUSG00000004096,Cwc15,9,protein_coding
ENSMUSG00000004098,Col5a3,9,protein_coding
ENSMUSG00000004099,Dnmt1,9,protein_coding
ENSMUSG00000004100,Ppan,9,protein_coding
ENSMUSG00000004105,Angptl2,2,protein_coding
ENSMUSG00000004110,Cacna1e,1,protein_coding
ENSMUSG00000004113,Cacna1b,2,protein_coding
ENSMUSG00000004127,Trmt10a,3,protein_coding
ENSMUSG00000004151,Etv1,12,protein_coding
ENSMUSG00000004187,Kifc2,15,protein_coding
ENSMUSG00000004207,Psap,10,protein_coding
ENSMUSG00000004221,Ikbkg,X,protein_coding
ENSMUSG00000004233,Wars2,3,protein_coding
ENSMUSG00000004263,Atn1,6,protein_coding
ENSMUSG00000004264,Phb2,6,protein_coding
ENSMUSG00000004266,Ptpn6,6,protein_coding
ENSMUSG00000004267,Eno2,6,protein_coding
ENSMUSG00000004268,Emg1,6,protein_coding
ENSMUSG00000004270,Lpcat3,6,protein_coding
ENSMUSG00000004285,Atp6v1f,6,protein_coding
ENSMUSG00000004317,Clcn5,X,protein_coding
ENSMUSG00000004319,Clcn3,8,protein_coding
ENSMUSG00000004328,Hif3a,7,protein_coding
ENSMUSG00000004347,Pde1c,6,protein_coding
ENSMUSG00000004356,Utp20,10,protein_coding
ENSMUSG00000004359,Spic,10,protein_coding
ENSMUSG00000004360,9330159F19Rik,10,protein_coding
ENSMUSG00000004364,Cul3,1,protein_coding
ENSMUSG00000004371,Il11,7,protein_coding
ENSMUSG00000004383,Large1,8,protein_coding
ENSMUSG00000004393,Ddx56,11,protein_coding
ENSMUSG00000004394,Tmed4,11,protein_coding
ENSMUSG00000004415,Col26a1,5,protein_coding
ENSMUSG00000004446,Bid,6,protein_coding
ENSMUSG00000004451,Ralb,1,protein_coding
ENSMUSG00000004455,Ppp1cc,5,protein_coding
ENSMUSG00000004460,Dnajb11,16,protein_coding
ENSMUSG00000004462,Tbccd1,16,protein_coding
ENSMUSG00000004473,Clec11a,7,protein_coding
ENSMUSG00000004500,Zfp324,7,protein_coding
ENSMUSG00000004508,Gab2,7,protein_coding
ENSMUSG00000004530,Coro1c,5,protein_coding
ENSMUSG00000004535,Tax1bp1,6,protein_coding
ENSMUSG00000004552,Ctse,1,protein_coding
ENSMUSG00000004558,Ndrg2,14,protein_coding
ENSMUSG00000004561,Mettl17,14,protein_coding
ENSMUSG00000004562,Arhgef40,14,protein_coding
ENSMUSG00000004565,Pnpla6,8,protein_coding
ENSMUSG00000004567,Mcoln1,8,protein_coding
ENSMUSG00000004568,Arhgef18,8,protein_coding
ENSMUSG00000004591,Pkn2,3,protein_coding
ENSMUSG00000004609,Cd33,7,protein_coding
ENSMUSG00000004610,Etfb,7,protein_coding
ENSMUSG00000004612,Nkg7,7,protein_coding
ENSMUSG00000004626,Stxbp2,8,protein_coding
ENSMUSG00000004631,Sgce,6,protein_coding
ENSMUSG00000004633,Chn2,6,protein_coding
ENSMUSG00000004637,Wwox,8,protein_coding
ENSMUSG00000004642,Slbp,5,protein_coding
ENSMUSG00000004651,Tyr,7,protein_coding
ENSMUSG00000004655,Aqp1,6,protein_coding
ENSMUSG00000004661,Arid3b,9,protein_coding
ENSMUSG00000004665,Cnn2,10,protein_coding
ENSMUSG00000004667,Polr2e,10,protein_coding
ENSMUSG00000004668,Abca13,11,protein_coding
ENSMUSG00000004677,Myo9b,8,protein_coding
ENSMUSG00000004698,Hdac9,12,protein_coding
ENSMUSG00000004709,Cd244a,1,protein_coding
ENSMUSG00000004730,Adgre1,17,protein_coding
ENSMUSG00000004748,Mtfp1,11,protein_coding
ENSMUSG00000004768,Rab23,1,protein_coding
ENSMUSG00000004771,Rab11a,9,protein_coding
ENSMUSG00000004788,Eif2b2,12,protein_coding
ENSMUSG00000004789,Dlst,12,protein_coding
ENSMUSG00000004791,Pgf,12,protein_coding
ENSMUSG00000004798,Ulk2,11,protein_coding
ENSMUSG00000004814,Ccl24,5,protein_coding
ENSMUSG00000004815,Dgkq,5,protein_coding
ENSMUSG00000004837,Grap,11,protein_coding
ENSMUSG00000004842,Pou1f1,16,protein_coding
ENSMUSG00000004843,Chmp2b,16,protein_coding
ENSMUSG00000004846,Plod3,5,protein_coding
ENSMUSG00000004849,Ap1s1,5,protein_coding
ENSMUSG00000004864,Mapk13,17,protein_coding
ENSMUSG00000004865,Srpk1,17,protein_coding
ENSMUSG00000004880,Lbr,1,protein_coding
ENSMUSG00000004891,Nes,3,protein_coding
ENSMUSG00000004895,Prcc,3,protein_coding
ENSMUSG00000004896,Rrnad1,3,protein_coding
ENSMUSG00000004897,Hdgf,3,protein_coding
ENSMUSG00000004902,Slc25a18,6,protein_coding
ENSMUSG00000004929,Thop1,10,protein_coding
ENSMUSG00000004931,Apba3,10,protein_coding
ENSMUSG00000004933,Matk,10,protein_coding
ENSMUSG00000004934,Pias4,10,protein_coding
ENSMUSG00000004936,Map2k1,9,protein_coding
ENSMUSG00000004937,Sgta,10,protein_coding
ENSMUSG00000004939,Nmrk2,10,protein_coding
ENSMUSG00000004945,Tmem242,17,protein_coding
ENSMUSG00000004947,Dtx2,5,protein_coding
ENSMUSG00000004951,Hspb1,5,protein_coding
ENSMUSG00000004952,Rasa4,5,protein_coding
ENSMUSG00000004980,Hnrnpa2b1,6,protein_coding
ENSMUSG00000004994,Ccdc130,8,protein_coding
ENSMUSG00000004996,Mri1,8,protein_coding
ENSMUSG00000005034,Prkacb,3,protein_coding
ENSMUSG00000005043,Sgsh,11,protein_coding
ENSMUSG00000005045,Chd5,4,protein_coding
ENSMUSG00000005054,Cstb,10,protein_coding
ENSMUSG00000005057,Sh2b2,5,protein_coding
ENSMUSG00000005069,Pex5,6,protein_coding
ENSMUSG00000005078,Jkamp,12,protein_coding
ENSMUSG00000005087,Cd44,2,protein_coding
ENSMUSG00000005089,Slc1a2,2,protein_coding
ENSMUSG00000005102,Eif2ak4,2,protein_coding
ENSMUSG00000005103,Wdr1,5,protein_coding
ENSMUSG00000005107,Slc2a9,5,protein_coding
ENSMUSG00000005124,Ccn4,15,protein_coding
ENSMUSG00000005125,Ndrg1,15,protein_coding
ENSMUSG00000005131,4930550C14Rik,9,protein_coding
ENSMUSG00000005142,Man2b1,8,protein_coding
ENSMUSG00000005148,Klf5,14,protein_coding
ENSMUSG00000005150,Wdr83,8,protein_coding
ENSMUSG00000005161,Prdx2,8,protein_coding
ENSMUSG00000005198,Polr2a,11,protein_coding
ENSMUSG00000005204,Senp3,11,protein_coding
ENSMUSG00000005220,Corin,5,protein_coding
ENSMUSG00000005225,Plekha8,6,protein_coding
ENSMUSG00000005233,Spc25,2,protein_coding
ENSMUSG00000005237,Dnah2,11,protein_coding
ENSMUSG00000005262,Ufd1,16,protein_coding
ENSMUSG00000005267,Zfp287,11,protein_coding
ENSMUSG00000005268,Prlr,15,protein_coding
ENSMUSG00000005299,Letm1,5,protein_coding
ENSMUSG00000005312,Ubqln1,13,protein_coding
ENSMUSG00000005320,Fgfr4,13,protein_coding
ENSMUSG00000005338,Cadm3,1,protein_coding
ENSMUSG00000005354,Txn2,15,protein_coding
ENSMUSG00000005357,Slc1a6,10,protein_coding
ENSMUSG00000005360,Slc1a3,15,protein_coding
ENSMUSG00000005362,Crbn,6,protein_coding
ENSMUSG00000005370,Msh6,17,protein_coding
ENSMUSG00000005371,Fbxo11,17,protein_coding
ENSMUSG00000005373,Mlxipl,5,protein_coding
ENSMUSG00000005374,Tbl2,5,protein_coding
ENSMUSG00000005378,Bud23,5,protein_coding
ENSMUSG00000005397,Nid1,13,protein_coding
ENSMUSG00000005410,Mcm5,8,protein_coding
ENSMUSG00000005413,Hmox1,8,protein_coding
ENSMUSG00000005417,Mprip,11,protein_coding
ENSMUSG00000005442,Cic,7,protein_coding
ENSMUSG00000005447,Pafah1b3,7,protein_coding
ENSMUSG00000005465,Il27ra,8,protein_coding
ENSMUSG00000005469,Prkaca,8,protein_coding
ENSMUSG00000005470,Asf1b,8,protein_coding
ENSMUSG00000005481,Ddx39,8,protein_coding
ENSMUSG00000005483,Dnajb1,8,protein_coding
ENSMUSG00000005493,Msh4,3,protein_coding
ENSMUSG00000005501,Usp40,1,protein_coding
ENSMUSG00000005505,Kbtbd4,2,protein_coding
ENSMUSG00000005506,Celf1,2,protein_coding
ENSMUSG00000005510,Ndufs3,2,protein_coding
ENSMUSG00000005514,Por,5,protein_coding
ENSMUSG00000005533,Igf1r,7,protein_coding
ENSMUSG00000005534,Insr,8,protein_coding
ENSMUSG00000005540,Fcer2a,8,protein_coding
ENSMUSG00000005566,Trim28,7,protein_coding
ENSMUSG00000005575,Ube2m,7,protein_coding
ENSMUSG00000005580,Adcy9,16,protein_coding
ENSMUSG00000005583,Mef2c,13,protein_coding
ENSMUSG00000005609,Ctr9,7,protein_coding
ENSMUSG00000005610,Eif4g2,7,protein_coding
ENSMUSG00000005611,Mrvi1,7,protein_coding
ENSMUSG00000005615,Pcyt1a,16,protein_coding
ENSMUSG00000005621,Zfp592,7,protein_coding
ENSMUSG00000005625,Psmd4,3,protein_coding
ENSMUSG00000005628,Tmod4,3,protein_coding
ENSMUSG00000005656,Snx6,12,protein_coding
ENSMUSG00000005667,Mthfd2,6,protein_coding
ENSMUSG00000005672,Kit,5,protein_coding
ENSMUSG00000005674,Tomm40l,1,protein_coding
ENSMUSG00000005681,Apoa2,1,protein_coding
ENSMUSG00000005682,Pan2,10,protein_coding
ENSMUSG00000005683,Cs,10,protein_coding
ENSMUSG00000005686,Ampd3,7,protein_coding
ENSMUSG00000005687,Bcas2,3,protein_coding
ENSMUSG00000005698,Ctcf,8,protein_coding
ENSMUSG00000005699,Pard6a,8,protein_coding
ENSMUSG00000005705,Agrp,8,protein_coding
ENSMUSG00000005718,Tfap4,16,protein_coding
ENSMUSG00000005732,Ranbp1,16,protein_coding
ENSMUSG00000005763,Cd247,1,protein_coding
ENSMUSG00000005774,Rfx5,3,protein_coding
ENSMUSG00000005779,Psmb4,3,protein_coding
ENSMUSG00000005802,Slc30a4,2,protein_coding
ENSMUSG00000005803,Sqor,2,protein_coding
ENSMUSG00000005804,Bloc1s6,2,protein_coding
ENSMUSG00000005813,Metap1,3,protein_coding
ENSMUSG00000005823,Gpr108,17,protein_coding
ENSMUSG00000005836,Gata6,18,protein_coding
ENSMUSG00000005846,Rsl1d1,16,protein_coding
ENSMUSG00000005871,Apc,18,protein_coding
ENSMUSG00000005873,Reep5,18,protein_coding
ENSMUSG00000005881,Ergic3,2,protein_coding
ENSMUSG00000005882,Uqcc1,2,protein_coding
ENSMUSG00000005886,Ncoa2,1,protein_coding
ENSMUSG00000005893,Nr2c2,6,protein_coding
ENSMUSG00000005897,Nr2c1,10,protein_coding
ENSMUSG00000005899,Smpd4,16,protein_coding
ENSMUSG00000005907,Pex1,5,protein_coding
ENSMUSG00000005936,Kctd20,17,protein_coding
ENSMUSG00000005947,Itgae,11,protein_coding
ENSMUSG00000005949,Ctns,11,protein_coding
ENSMUSG00000005950,P2rx5,11,protein_coding
ENSMUSG00000005951,Shpk,11,protein_coding
ENSMUSG00000005952,Trpv1,11,protein_coding
ENSMUSG00000005958,Ephb3,16,protein_coding
ENSMUSG00000005968,Tuft1,3,protein_coding
ENSMUSG00000005973,Rcn1,2,protein_coding
ENSMUSG00000005980,Dnase1,16,protein_coding
ENSMUSG00000005981,Trap1,16,protein_coding
ENSMUSG00000005982,Naa60,16,protein_coding
ENSMUSG00000005983,1700037C18Rik,16,protein_coding
ENSMUSG00000005986,Ankrd13d,19,protein_coding
ENSMUSG00000006005,Tpr,1,protein_coding
ENSMUSG00000006010,Odr4,1,protein_coding
ENSMUSG00000006014,Prg4,1,protein_coding
ENSMUSG00000006019,Dhx34,7,protein_coding
ENSMUSG00000006021,Kptn,7,protein_coding
ENSMUSG00000006024,Napa,7,protein_coding
ENSMUSG00000006050,Sra1,18,protein_coding
ENSMUSG00000006056,Calcoco2,11,protein_coding
ENSMUSG00000006057,Atp5g1,11,protein_coding
ENSMUSG00000006058,Snf8,11,protein_coding
ENSMUSG00000006095,Tbcb,7,protein_coding
ENSMUSG00000006127,Inpp5k,11,protein_coding
ENSMUSG00000006134,Crkl,16,protein_coding
ENSMUSG00000006143,Upk3bl,5,protein_coding
ENSMUSG00000006154,Eps8l1,7,protein_coding
ENSMUSG00000006169,Clint1,11,protein_coding
ENSMUSG00000006191,Cdkal1,13,protein_coding
ENSMUSG00000006205,Htra1,7,protein_coding
ENSMUSG00000006215,Zbtb17,4,protein_coding
ENSMUSG00000006219,Fblim1,4,protein_coding
ENSMUSG00000006221,Hspb7,4,protein_coding
ENSMUSG00000006235,Epor,9,protein_coding
ENSMUSG00000006241,Ccdc159,9,protein_coding
ENSMUSG00000006262,Mob1b,5,protein_coding
ENSMUSG00000006269,Atp6v1b1,6,protein_coding
ENSMUSG00000006273,Atp6v1b2,8,protein_coding
ENSMUSG00000006276,Eps15l1,8,protein_coding
ENSMUSG00000006281,Tep1,14,protein_coding
ENSMUSG00000006288,Ttc5,14,protein_coding
ENSMUSG00000006289,Osgep,14,protein_coding
ENSMUSG00000006299,Aamp,1,protein_coding
ENSMUSG00000006301,Tmbim1,1,protein_coding
ENSMUSG00000006304,Arpc2,1,protein_coding
ENSMUSG00000006307,Kmt2b,7,protein_coding
ENSMUSG00000006310,Zbtb32,7,protein_coding
ENSMUSG00000006313,Upk1a,7,protein_coding
ENSMUSG00000006315,Tmem147,7,protein_coding
ENSMUSG00000006333,Rps9,7,protein_coding
ENSMUSG00000006335,Tfpt,7,protein_coding
ENSMUSG00000006342,Susd2,10,protein_coding
ENSMUSG00000006344,Ggt5,10,protein_coding
ENSMUSG00000006345,Ggt1,10,protein_coding
ENSMUSG00000006356,Crip2,12,protein_coding
ENSMUSG00000006360,Crip1,12,protein_coding
ENSMUSG00000006362,Cbfa2t3,8,protein_coding
ENSMUSG00000006369,Fbln1,15,protein_coding
ENSMUSG00000006373,Pgrmc1,X,protein_coding
ENSMUSG00000006378,Gcat,15,protein_coding
ENSMUSG00000006386,Tek,4,protein_coding
ENSMUSG00000006389,Mpl,4,protein_coding
ENSMUSG00000006390,Elovl1,4,protein_coding
ENSMUSG00000006392,Med8,4,protein_coding
ENSMUSG00000006395,Hyi,4,polymorphic_pseudogene
ENSMUSG00000006398,Cdc20,4,protein_coding
ENSMUSG00000006403,Adamts4,1,protein_coding
ENSMUSG00000006411,Nectin4,1,protein_coding
ENSMUSG00000006412,Pfdn2,1,protein_coding
ENSMUSG00000006418,Rnf114,2,protein_coding
ENSMUSG00000006423,C330007P06Rik,X,protein_coding
ENSMUSG00000006435,Neurl1a,19,protein_coding
ENSMUSG00000006442,Srm,4,protein_coding
ENSMUSG00000006445,Epha2,4,protein_coding
ENSMUSG00000006456,Rbm14,19,protein_coding
ENSMUSG00000006457,Actn3,19,protein_coding
ENSMUSG00000006462,A530013C23Rik,2,lincRNA
ENSMUSG00000006463,Zdhhc24,19,protein_coding
ENSMUSG00000006464,Bbs1,19,protein_coding
ENSMUSG00000006471,Ndor1,2,protein_coding
ENSMUSG00000006476,Nsmf,2,protein_coding
ENSMUSG00000006494,Pdk1,2,protein_coding
ENSMUSG00000006498,Ptbp1,10,protein_coding
ENSMUSG00000006517,Mvd,8,protein_coding
ENSMUSG00000006519,Cyba,8,protein_coding
ENSMUSG00000006522,Itih3,14,protein_coding
ENSMUSG00000006526,Stimate,14,protein_coding
ENSMUSG00000006527,Sfmbt1,14,protein_coding
ENSMUSG00000006538,Ihh,1,protein_coding
ENSMUSG00000006542,Prkag3,1,protein_coding
ENSMUSG00000006574,Slc4a1,11,protein_coding
ENSMUSG00000006575,Rundc3a,11,protein_coding
ENSMUSG00000006576,Slc4a3,1,protein_coding
ENSMUSG00000006585,Cdt1,8,protein_coding
ENSMUSG00000006586,Runx1t1,4,protein_coding
ENSMUSG00000006589,Aprt,8,protein_coding
ENSMUSG00000006599,Gtf2h1,7,protein_coding
ENSMUSG00000006611,Hfe,13,protein_coding
ENSMUSG00000006641,Slc5a6,5,protein_coding
ENSMUSG00000006642,Tcf23,5,protein_coding
ENSMUSG00000006649,Nphs1,7,protein_coding
ENSMUSG00000006651,Aplp1,7,protein_coding
ENSMUSG00000006673,Qrich1,9,protein_coding
ENSMUSG00000006675,P4htm,9,protein_coding
ENSMUSG00000006676,Usp19,9,protein_coding
ENSMUSG00000006678,Pola1,X,protein_coding
ENSMUSG00000006699,Cdc42,4,protein_coding
ENSMUSG00000006705,Pknox1,17,protein_coding
ENSMUSG00000006711,D130043K22Rik,13,protein_coding
ENSMUSG00000006715,Gmnn,13,protein_coding
ENSMUSG00000006717,Acot13,13,protein_coding
ENSMUSG00000006720,Zfp184,13,protein_coding
ENSMUSG00000006728,Cdk4,10,protein_coding
ENSMUSG00000006732,Mettl1,10,protein_coding
ENSMUSG00000006736,Tspan31,10,protein_coding
ENSMUSG00000006740,Kif5b,18,protein_coding
ENSMUSG00000006763,Saal1,7,protein_coding
ENSMUSG00000006782,Cnp,11,protein_coding
ENSMUSG00000006784,Ttc25,11,protein_coding
ENSMUSG00000006800,Sulf2,2,protein_coding
ENSMUSG00000006818,Sod2,17,protein_coding
ENSMUSG00000006850,Tmco6,18,protein_coding
ENSMUSG00000006906,Stambp,6,protein_coding
ENSMUSG00000006920,Ezh1,11,protein_coding
ENSMUSG00000006931,P3h4,11,protein_coding
ENSMUSG00000006932,Ctnnb1,9,protein_coding
ENSMUSG00000006941,Eif1b,9,protein_coding
ENSMUSG00000006958,Chrd,16,protein_coding
ENSMUSG00000006998,Psmd2,16,protein_coding
ENSMUSG00000007021,Syngr3,17,protein_coding
ENSMUSG00000007029,Vars,17,protein_coding
ENSMUSG00000007030,Vwa7,17,protein_coding
ENSMUSG00000007033,Hspa1l,17,protein_coding
ENSMUSG00000007035,Msh5,17,protein_coding
ENSMUSG00000007036,Abhd16a,17,protein_coding
ENSMUSG00000007038,Neu1,17,protein_coding
ENSMUSG00000007039,Ddah2,17,protein_coding
ENSMUSG00000007041,Clic1,17,protein_coding
ENSMUSG00000007050,Lsm2,17,protein_coding
ENSMUSG00000007080,Pole,5,protein_coding
ENSMUSG00000007097,Atp1a2,1,protein_coding
ENSMUSG00000007122,Casq1,1,protein_coding
ENSMUSG00000007207,Stx1a,5,protein_coding
ENSMUSG00000007216,Zfp775,6,protein_coding
ENSMUSG00000007279,Scube2,7,protein_coding
ENSMUSG00000007338,Mrpl49,19,protein_coding
ENSMUSG00000007379,Dennd2c,3,protein_coding
ENSMUSG00000007411,Mark3,12,protein_coding
ENSMUSG00000007415,Gatad1,5,protein_coding
ENSMUSG00000007458,M6pr,6,protein_coding
ENSMUSG00000007476,Lrrc8a,2,protein_coding
ENSMUSG00000007480,Mc5r,18,protein_coding
ENSMUSG00000007564,Ppp2r1a,17,protein_coding
ENSMUSG00000007570,Fance,17,protein_coding
ENSMUSG00000007589,Tinf2,14,protein_coding
ENSMUSG00000007594,Hapln4,8,protein_coding
ENSMUSG00000007603,Dus3l,17,protein_coding
ENSMUSG00000007610,Gtpbp3,8,protein_coding
ENSMUSG00000007613,Tgfbr1,4,protein_coding
ENSMUSG00000007617,Homer1,13,protein_coding
ENSMUSG00000007646,Rad51c,11,protein_coding
ENSMUSG00000007653,Gabrb2,11,protein_coding
ENSMUSG00000007655,Cav1,6,protein_coding
ENSMUSG00000007656,Arpp19,9,protein_coding
ENSMUSG00000007659,Bcl2l1,2,protein_coding
ENSMUSG00000007670,Khsrp,17,protein_coding
ENSMUSG00000007682,Dio2,12,protein_coding
ENSMUSG00000007721,Ccdc124,8,protein_coding
ENSMUSG00000007739,Cct4,11,protein_coding
ENSMUSG00000007777,0610009B22Rik,11,protein_coding
ENSMUSG00000007783,Cpt1c,7,protein_coding
ENSMUSG00000007805,Twist2,1,protein_coding
ENSMUSG00000007812,Zfp655,5,protein_coding
ENSMUSG00000007815,Rhoa,9,protein_coding
ENSMUSG00000007817,Zmiz1,14,protein_coding
ENSMUSG00000007827,Ankrd26,6,protein_coding
ENSMUSG00000007833,Aldh16a1,7,protein_coding
ENSMUSG00000007836,Hnrnpa0,13,protein_coding
ENSMUSG00000007837,Prrg2,7,protein_coding
ENSMUSG00000007850,Hnrnph1,11,protein_coding
ENSMUSG00000007867,Ift43,12,protein_coding
ENSMUSG00000007872,Id3,4,protein_coding
ENSMUSG00000007877,Tcap,11,protein_coding
ENSMUSG00000007880,Arid1a,4,protein_coding
ENSMUSG00000007888,Crlf1,8,protein_coding
ENSMUSG00000007891,Ctsd,7,protein_coding
ENSMUSG00000007892,Rplp1,9,protein_coding
ENSMUSG00000007908,Hmgcll1,9,protein_coding
ENSMUSG00000007950,Abhd8,8,protein_coding
ENSMUSG00000007987,Ift22,5,protein_coding
ENSMUSG00000007989,Fzd3,14,protein_coding
ENSMUSG00000008028,1700008O03Rik,7,protein_coding
ENSMUSG00000008035,Mid1ip1,X,protein_coding
ENSMUSG00000008036,Ap2s1,7,protein_coding
ENSMUSG00000008090,Fgfrl1,5,protein_coding
ENSMUSG00000008129,4930432K21Rik,8,protein_coding
ENSMUSG00000008136,Fhl2,1,protein_coding
ENSMUSG00000008140,Emc10,7,protein_coding
ENSMUSG00000008153,Clstn3,6,protein_coding
ENSMUSG00000008167,Fbxw9,8,protein_coding
ENSMUSG00000008200,Fnbp4,2,protein_coding
ENSMUSG00000008206,Cers4,8,protein_coding
ENSMUSG00000008226,Scrn3,2,protein_coding
ENSMUSG00000008301,Phax,18,protein_coding
ENSMUSG00000008305,Tle1,4,protein_coding
ENSMUSG00000008307,1700109H08Rik,5,protein_coding
ENSMUSG00000008318,Relt,7,protein_coding
ENSMUSG00000008333,Snrpb2,2,protein_coding
ENSMUSG00000008348,Ubc,5,protein_coding
ENSMUSG00000008373,Prpf31,7,protein_coding
ENSMUSG00000008384,Sertad1,7,protein_coding
ENSMUSG00000008393,Carhsp1,16,protein_coding
ENSMUSG00000008398,Elk3,10,protein_coding
ENSMUSG00000008429,Herpud2,9,protein_coding
ENSMUSG00000008435,Rdh13,7,protein_coding
ENSMUSG00000008438,Adam21,12,protein_coding
ENSMUSG00000008450,Nutf2,8,protein_coding
ENSMUSG00000008475,Arpc5,1,protein_coding
ENSMUSG00000008496,Pou2f2,7,protein_coding
ENSMUSG00000008540,Mgst1,6,protein_coding
ENSMUSG00000008575,Nfib,4,protein_coding
ENSMUSG00000008604,Ubqln4,3,protein_coding
ENSMUSG00000008658,Rbfox1,16,protein_coding
ENSMUSG00000008668,Rps18,17,protein_coding
ENSMUSG00000008682,Rpl10,X,protein_coding
ENSMUSG00000008683,Rps15a,7,protein_coding
ENSMUSG00000008690,Ncaph2,15,protein_coding
ENSMUSG00000008730,Hipk1,3,protein_coding
ENSMUSG00000008734,Gprc5b,7,protein_coding
ENSMUSG00000008763,Man1a2,3,protein_coding
ENSMUSG00000008822,Acyp1,12,protein_coding
ENSMUSG00000008845,Cd163,6,protein_coding
ENSMUSG00000008855,Hdac5,11,protein_coding
ENSMUSG00000008859,Rala,13,protein_coding
ENSMUSG00000008892,Vdac3,8,protein_coding
ENSMUSG00000008932,Slc1a7,4,protein_coding
ENSMUSG00000008958,Vps72,3,protein_coding
ENSMUSG00000008976,Gabpa,16,protein_coding
ENSMUSG00000008999,Bmp7,2,protein_coding
ENSMUSG00000009013,Dynll1,5,protein_coding
ENSMUSG00000009030,Pdcl,2,protein_coding
ENSMUSG00000009035,Tmem184b,15,protein_coding
ENSMUSG00000009073,Nf2,11,protein_coding
ENSMUSG00000009075,Cabp7,11,protein_coding
ENSMUSG00000009076,Zmat5,11,protein_coding
ENSMUSG00000009079,Ewsr1,11,protein_coding
ENSMUSG00000009090,Ap1b1,11,protein_coding
ENSMUSG00000009092,Derl3,10,protein_coding
ENSMUSG00000009093,Gstt4,10,protein_coding
ENSMUSG00000009097,Tbx1,16,protein_coding
ENSMUSG00000009108,Gnat2,3,protein_coding
ENSMUSG00000009112,Bcl2l13,6,protein_coding
ENSMUSG00000009114,2610028H24Rik,10,protein_coding
